6,0
13,0
20,0
26,0
34,0
41,0
48,1
55,2.33
62,7.67
69,3.67
76,11.67
131,1.33
141,2.67
148,9
154,8.67
161,1.33
168,14.67
175,55.67
195,33
209,19.33
215,25
