18.32
16.67
15.83
18.34
19.83
18.96
18.72
17.27
17.12
17.15
17.2
17.38
17.88
20.62
21.51
16.73
14.02
19.6
18.52
16.38
15.58
16.67
16.68
16.2
16.62
17.24
18.65
18.06
18.36
14.78
11.32
14.05
16.21
17.59
19.14
18.82
18.5
19.24
18.86
20.56
21.3
22.42
22.1
22.12
24.02
22.64
22.06
21.79
22.09
23.09
22.3
20.54
21.53
22.2
19.92
21.27
22.76
23.8
23.07
20.11
19.75
20.94
21.97
22.62
23.53
25.93
24.89
23.25
23.34
21.72
21.41
18.63
21.22
21.29
22.67
22.69
24.68
24.58
24.72
25.34
25.37
26.04
24.7
24.64
25.8
26.9
24.98
24.03
24.44
25.37
27.04
26.66
24.14
24.52
25.89
24.96
25.05
25.26
25.69
24.33
26.81
27.39
25.47
25.11
25.95
27.5
28.08
29.13
29
26.78
23.72
24.48
25.74
26.19
25.25
24.1
25.82
27.36
27.22
26.26
26.13
22.18
20.74
21.94
23.67
23.53
23
22.32
23.18
23.99
24.9
24.53
24.17
22.16
21.37
21.63
22.97
23.35
22.99
21.49
19.68
20.21
21.27
22
22.1
21.3
22.47
23.38
23.25
23.19
23.17
20.63
23.19
22.77
22.9
22.72
22.7
22.54
21.93
22.42
22.9
22.45
23.55
19.72
16.74
16.85
17
18.8
18.73
18.36
18.3
20.76
22.18
21.13
17.43
17.79
18.71
18.42
18.43
17.55
19.55
17.01
16.45
17.76
18.99
19.26
19.17
18.53
17.69
15.5
14.78
16.73
14.26
15.53
16.28
19.54
19.78
19.4
13.09
15.02
17.55
16
17.44
15.65
14.15
14.28
13.65
12.96
12.25
12.42
12.05
12.27
11.54
9.43
10.85
12.66
10.89
9.71
7.03
14.43
13.15
12.72
11.9
15.29
13.29
11.61
9.78
9.23
8.01
8.88
10.5
8.51
13.12
13.99
11.42
10.01
9.71
11.75
9.35
8.34
4.43
3.98
6.15
5.8
5.94
4.04
7.83
6.72
3.91
9.36
8.47
12.42
10.81
10.25
9.71
4.41
3.77
4.8
4.14
3.73
6.57
